Base,Base Name,Date,Number of trips,Number of Vehicles
B00948,510 CAR SERVICE CORP,2015-01-08,639,58
B01066,DOMINICANA RAD DISP INC,2015-01-08,735,84
B01083,BROAD DYCKMAN C/S INC,2015-01-08,979,107
B01087,ELITE LIMO PLUS INC,2015-01-08,931,255
B01148,EVELYN CAR SERVICE INC,2015-01-08,534,64
B01197,"TEL-A-CAR OF NEW YORK, LLC",2015-01-08,312,91
B01282,NEW LOTS C/S INC,2015-01-08,1067,70
B01285,UNION RADIO DISPATCH INC,2015-01-08,1398,149
B01300,KENNEDY RAD DISP INC,2015-01-08,823,113
B01312,BROOKLYN RAD DISP INC,2015-01-08,1125,106
B01313,JOY CAR SERVICES INC.,2015-01-08,26,25
B01315,"V.I.T. CAR SERVICE, INC.",2015-01-08,1535,147
B01341,A NEW DAY RAD DISP INC,2015-01-08,1680,159
b01346,ARECIBO C/S INC,2015-01-08,942,110
B01367    ,"ROYAL DISPATCH SERVICES, INC.",2015-01-08,252,71
B01386,FENIX CAR SVCE CORP,2015-01-08,2517,204
B01522,"STM ENTERPRISES,INC",2015-01-08,108,16
B01651,U.P.S. RADIO DISPATCH CORP.,2015-01-08,421,57
B01777,PREMIUM RADIO DISP & MULTI SVC,2015-01-08,900,138
B01877,U.S.A. LIMO. INC.,2015-01-08,383,127
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",2015-01-08,1247,118
B01949,FIRST CLASS OF NEW YORK INC.,2015-01-08,52,23
B01984,NY 88 EXPRESS CORP.,2015-01-08,491,94
B01990,SUK INCORPORATED,2015-01-08,112,36
B02003,"AVALON CORPORATE CAR,INC.",2015-01-08,259,83
B02022,GOLD SEAL CAR & LIMO INC.,2015-01-08,108,30
B02096,"CET GROUP, INC",2015-01-08,21,14
B02107,APOLLO RADIO DISPATCH INC.,2015-01-08,825,89
B02120,HARRISON GLOBAL LLC,2015-01-08,310,106
B02147,"MITA LIMOUSINE, INC.",2015-01-08,46,11
B02183,BANGLA CAR & LIMO. SERVICE INC.,2015-01-08,6,6
B02285,"VALERA GLOBAL, INC.",2015-01-08,263,93
B02475,ECKFORD LITE CAR & LIMO INC.,2015-01-08,16,7
B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",2015-01-08,22,7
B02566,GSL LIMOUSINES CORP.,2015-01-08,5,5
B02569,GOGREENRIDE INC.,2015-01-08,196,1
B02653,NEW COLLEGE CAR SVCE INC,2015-01-08,1180,111
B02715,GROUNDANYWHERE LLC,2015-01-08,302,86
B00013,LOVE CORP CAR INC,2015-01-09,326,93
B00014,NY ONE CORP CAR INC,2015-01-09,510,158
B00029,COMMUNITY CAR SVC CORP,2015-01-09,1159,49
B00053,CHARGE AND RIDE INC,2015-01-09,95,52
B00095,LIBERTY CAR SERVICE INC.,2015-01-09,460,80
B00221,PROFESSIONAL CAR SERVICE INC,2015-01-09,534,81
B00227,"PARK WEST EXEC. SERVICES, INC.",2015-01-09,466,144
B00248,YELLOWSTONE TRANSPORTATION INC.,2015-01-09,932,116
B00254,XYZ TWO WAY RADIO,2015-01-09,1316,279
B00280,FLEET RADIO DISPATCH CORP.,2015-01-09,271,79
B00310,WATSON CAR SERVICE INC.,2015-01-09,1953,150
B00381,BELL RADIO INC,2015-01-09,241,72
B00412,NYC 2 WAY INTERNATIONAL LTD,2015-01-09,317,73
B00457,PREMIUM BRONX CORP,2015-01-09,1588,116
B00477,INTA-BORO ACRES INC,2015-01-09,432,135
B00552,HINO-MARU ENTERPRISES INC.,2015-01-09,36,22
B00623,MANHATTAN INT'L LIMO NETWORK LLC,2015-01-09,21,8
B00837,CAREY LIMO N Y INC,2015-01-09,324,124
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,2015-01-09,2234,693
B00919,HARLEM CARS INC.,2015-01-09,869,69
B00948,510 CAR SERVICE CORP,2015-01-09,688,61
B01066,DOMINICANA RAD DISP INC,2015-01-09,753,84
B01083,BROAD DYCKMAN C/S INC,2015-01-09,935,106
B01087,ELITE LIMO PLUS INC,2015-01-09,691,222
B01148,EVELYN CAR SERVICE INC,2015-01-09,497,66
B01197,"TEL-A-CAR OF NEW YORK, LLC",2015-01-09,231,76
B01282,NEW LOTS C/S INC,2015-01-09,1001,66
B01285,UNION RADIO DISPATCH INC,2015-01-09,1471,161
B01300,KENNEDY RAD DISP INC,2015-01-09,831,121
B01312,BROOKLYN RAD DISP INC,2015-01-09,636,102
B01313,JOY CAR SERVICES INC.,2015-01-09,62,45
B01315,"V.I.T. CAR SERVICE, INC.",2015-01-09,1508,144
B01341,A NEW DAY RAD DISP INC,2015-01-09,1730,156
b01346,ARECIBO C/S INC,2015-01-09,887,108
B01367    ,"ROYAL DISPATCH SERVICES, INC.",2015-01-09,164,54
B01386,FENIX CAR SVCE CORP,2015-01-09,2771,204
B01522,"STM ENTERPRISES,INC",2015-01-09,113,15
B01651,U.P.S. RADIO DISPATCH CORP.,2015-01-09,380,56
B01777,PREMIUM RADIO DISP & MULTI SVC,2015-01-09,916,135
B01877,U.S.A. LIMO. INC.,2015-01-09,294,104
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",2015-01-09,1016,116
B01949,FIRST CLASS OF NEW YORK INC.,2015-01-09,28,18
B01984,NY 88 EXPRESS CORP.,2015-01-09,464,87
B01990,SUK INCORPORATED,2015-01-09,132,36
B02003,"AVALON CORPORATE CAR,INC.",2015-01-09,215,67
B02022,GOLD SEAL CAR & LIMO INC.,2015-01-09,72,27
B02096,"CET GROUP, INC",2015-01-09,10,10
B02107,APOLLO RADIO DISPATCH INC.,2015-01-09,1012,90
B02120,HARRISON GLOBAL LLC,2015-01-09,246,83
B02147,"MITA LIMOUSINE, INC.",2015-01-09,20,8
B02183,BANGLA CAR & LIMO. SERVICE INC.,2015-01-09,15,15
B02285,"VALERA GLOBAL, INC.",2015-01-09,223,86
B02475,ECKFORD LITE CAR & LIMO INC.,2015-01-09,11,5
B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",2015-01-09,16,5
B02566,GSL LIMOUSINES CORP.,2015-01-09,7,7
B02569,GOGREENRIDE INC.,2015-01-09,175,1
B02653,NEW COLLEGE CAR SVCE INC,2015-01-09,1358,111
B02715,GROUNDANYWHERE LLC,2015-01-09,246,70
B00013,LOVE CORP CAR INC,2015-01-10,117,54
B00014,NY ONE CORP CAR INC,2015-01-10,226,90
B00029,COMMUNITY CAR SVC CORP,2015-01-10,963,48
B00053,CHARGE AND RIDE INC,2015-01-10,49,31
B00095,LIBERTY CAR SERVICE INC.,2015-01-10,535,83
B00221,PROFESSIONAL CAR SERVICE INC,2015-01-10,379,73
B00227,"PARK WEST EXEC. SERVICES, INC.",2015-01-10,162,74
B00248,YELLOWSTONE TRANSPORTATION INC.,2015-01-10,984,131
B00254,XYZ TWO WAY RADIO,2015-01-10,616,186
B00280,FLEET RADIO DISPATCH CORP.,2015-01-10,112,52
B00310,WATSON CAR SERVICE INC.,2015-01-10,2016,154
B00381,BELL RADIO INC,2015-01-10,84,34
B00412,NYC 2 WAY INTERNATIONAL LTD,2015-01-10,149,39
B00457,PREMIUM BRONX CORP,2015-01-10,1323,119
B00477,INTA-BORO ACRES INC,2015-01-10,168,74
B00552,HINO-MARU ENTERPRISES INC.,2015-01-10,16,13
B00623,MANHATTAN INT'L LIMO NETWORK LLC,2015-01-10,6,2
B00837,CAREY LIMO N Y INC,2015-01-10,172,68
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,2015-01-10,1686,582
B00919,HARLEM CARS INC.,2015-01-10,689,69
B00948,510 CAR SERVICE CORP,2015-01-10,620,59
B01066,DOMINICANA RAD DISP INC,2015-01-10,996,83
B01083,BROAD DYCKMAN C/S INC,2015-01-10,1103,107
B01087,ELITE LIMO PLUS INC,2015-01-10,214,120
B01148,EVELYN CAR SERVICE INC,2015-01-10,579,61
B01197,"TEL-A-CAR OF NEW YORK, LLC",2015-01-10,70,32
B01282,NEW LOTS C/S INC,2015-01-10,1089,72
B01285,UNION RADIO DISPATCH INC,2015-01-10,1636,154
B01300,KENNEDY RAD DISP INC,2015-01-10,951,125
B01312,BROOKLYN RAD DISP INC,2015-01-10,440,75
B01313,JOY CAR SERVICES INC.,2015-01-10,9,6
B01315,"V.I.T. CAR SERVICE, INC.",2015-01-10,1767,150
B01341,A NEW DAY RAD DISP INC,2015-01-10,1123,136
b01346,ARECIBO C/S INC,2015-01-10,1032,112
B01367    ,"ROYAL DISPATCH SERVICES, INC.",2015-01-10,51,27
B01386,FENIX CAR SVCE CORP,2015-01-10,2701,196
B01522,"STM ENTERPRISES,INC",2015-01-10,89,16
B01614,R TRANSPORT INC,2015-01-10,2,2
B01651,U.P.S. RADIO DISPATCH CORP.,2015-01-10,405,52
B01777,PREMIUM RADIO DISP & MULTI SVC,2015-01-10,913,140
B01877,U.S.A. LIMO. INC.,2015-01-10,98,48
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",2015-01-10,817,82
B01949,FIRST CLASS OF NEW YORK INC.,2015-01-10,5,5
B01984,NY 88 EXPRESS CORP.,2015-01-10,273,79
B01990,SUK INCORPORATED,2015-01-10,92,27
B02003,"AVALON CORPORATE CAR,INC.",2015-01-10,41,26
B02022,GOLD SEAL CAR & LIMO INC.,2015-01-10,27,10
B02096,"CET GROUP, INC",2015-01-10,6,6
B02107,APOLLO RADIO DISPATCH INC.,2015-01-10,1017,89
B02120,HARRISON GLOBAL LLC,2015-01-10,108,44
B02147,"MITA LIMOUSINE, INC.",2015-01-10,28,8
B02183,BANGLA CAR & LIMO. SERVICE INC.,2015-01-10,4,4
B02285,"VALERA GLOBAL, INC.",2015-01-10,47,25
B02475,ECKFORD LITE CAR & LIMO INC.,2015-01-10,19,7
B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",2015-01-10,9,4
B02566,GSL LIMOUSINES CORP.,2015-01-10,1,1
B02569,GOGREENRIDE INC.,2015-01-10,94,1
B02653,NEW COLLEGE CAR SVCE INC,2015-01-10,1354,111
B02715,GROUNDANYWHERE LLC,2015-01-10,135,53
B00013,LOVE CORP CAR INC,2015-01-11,144,59
B00014,NY ONE CORP CAR INC,2015-01-11,193,81
B00029,COMMUNITY CAR SVC CORP,2015-01-11,975,42
B00053,CHARGE AND RIDE INC,2015-01-11,46,26
B00095,LIBERTY CAR SERVICE INC.,2015-01-11,443,82
B00221,PROFESSIONAL CAR SERVICE INC,2015-01-11,249,56
B00227,"PARK WEST EXEC. SERVICES, INC.",2015-01-11,273,103
B00248,YELLOWSTONE TRANSPORTATION INC.,2015-01-11,872,106
B00254,XYZ TWO WAY RADIO,2015-01-11,467,168
B00280,FLEET RADIO DISPATCH CORP.,2015-01-11,90,43
B00310,WATSON CAR SERVICE INC.,2015-01-11,1745,138
B00381,BELL RADIO INC,2015-01-11,93,39
B00412,NYC 2 WAY INTERNATIONAL LTD,2015-01-11,161,40
B00457,PREMIUM BRONX CORP,2015-01-11,1194,108
B00477,INTA-BORO ACRES INC,2015-01-11,156,62
B00552,HINO-MARU ENTERPRISES INC.,2015-01-11,17,13
B00623,MANHATTAN INT'L LIMO NETWORK LLC,2015-01-11,3,1
B00837,CAREY LIMO N Y INC,2015-01-11,330,105
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,2015-01-11,1888,622
B00919,HARLEM CARS INC.,2015-01-11,621,74
B00948,510 CAR SERVICE CORP,2015-01-11,641,56
B01066,DOMINICANA RAD DISP INC,2015-01-11,786,79
B01083,BROAD DYCKMAN C/S INC,2015-01-11,999,98
B01087,ELITE LIMO PLUS INC,2015-01-11,231,113
B01148,EVELYN CAR SERVICE INC,2015-01-11,561,54
B01197,"TEL-A-CAR OF NEW YORK, LLC",2015-01-11,76,37
B01282,NEW LOTS C/S INC,2015-01-11,925,66
B01285,UNION RADIO DISPATCH INC,2015-01-11,1646,150
B01300,KENNEDY RAD DISP INC,2015-01-11,875,113
B01312,BROOKLYN RAD DISP INC,2015-01-11,550,75
B01315,"V.I.T. CAR SERVICE, INC.",2015-01-11,1567,138
B01341,A NEW DAY RAD DISP INC,2015-01-11,849,120
b01346,ARECIBO C/S INC,2015-01-11,810,102
B01367    ,"ROYAL DISPATCH SERVICES, INC.",2015-01-11,65,30
B01386,FENIX CAR SVCE CORP,2015-01-11,2501,186
B01522,"STM ENTERPRISES,INC",2015-01-11,89,16
B01651,U.P.S. RADIO DISPATCH CORP.,2015-01-11,355,49
B01777,PREMIUM RADIO DISP & MULTI SVC,2015-01-11,816,127
B01877,U.S.A. LIMO. INC.,2015-01-11,147,63
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",2015-01-11,796,78
B01949,FIRST CLASS OF NEW YORK INC.,2015-01-11,2,1
B01984,NY 88 EXPRESS CORP.,2015-01-11,72,38
B01990,SUK INCORPORATED,2015-01-11,60,18
B02003,"AVALON CORPORATE CAR,INC.",2015-01-11,83,43
B02022,GOLD SEAL CAR & LIMO INC.,2015-01-11,32,13
B02096,"CET GROUP, INC",2015-01-11,5,3
B02107,APOLLO RADIO DISPATCH INC.,2015-01-11,904,85
B02120,HARRISON GLOBAL LLC,2015-01-11,171,57
B02147,"MITA LIMOUSINE, INC.",2015-01-11,20,7
B02285,"VALERA GLOBAL, INC.",2015-01-11,75,39
B02475,ECKFORD LITE CAR & LIMO INC.,2015-01-11,6,4
B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",2015-01-11,6,4
B02566,GSL LIMOUSINES CORP.,2015-01-11,5,5
B02569,GOGREENRIDE INC.,2015-01-11,64,1
B02653,NEW COLLEGE CAR SVCE INC,2015-01-11,1220,109
B02715,GROUNDANYWHERE LLC,2015-01-11,146,56
B00013,LOVE CORP CAR INC,2015-01-12,378,112
B00014,NY ONE CORP CAR INC,2015-01-12,591,164
B00029,COMMUNITY CAR SVC CORP,2015-01-12,1177,51
B00053,CHARGE AND RIDE INC,2015-01-12,99,56
B00095,LIBERTY CAR SERVICE INC.,2015-01-12,586,84
B00221,PROFESSIONAL CAR SERVICE INC,2015-01-12,562,81
B00227,"PARK WEST EXEC. SERVICES, INC.",2015-01-12,508,153
B00248,YELLOWSTONE TRANSPORTATION INC.,2015-01-12,1094,130
B00254,XYZ TWO WAY RADIO,2015-01-12,1195,300
B00280,FLEET RADIO DISPATCH CORP.,2015-01-12,270,84
B00310,WATSON CAR SERVICE INC.,2015-01-12,1570,150
B00381,BELL RADIO INC,2015-01-12,289,89
B00412,NYC 2 WAY INTERNATIONAL LTD,2015-01-12,393,89
B00448,DIAL CAR INC.,2015-01-12,6,3
B00457,PREMIUM BRONX CORP,2015-01-12,1161,114
B00477,INTA-BORO ACRES INC,2015-01-12,580,146
B00552,HINO-MARU ENTERPRISES INC.,2015-01-12,37,24
B00623,MANHATTAN INT'L LIMO NETWORK LLC,2015-01-12,16,8
B00837,CAREY LIMO N Y INC,2015-01-12,513,166
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,2015-01-12,2337,710
B00919,HARLEM CARS INC.,2015-01-12,521,65
B00948,510 CAR SERVICE CORP,2015-01-12,542,56
B01066,DOMINICANA RAD DISP INC,2015-01-12,661,82
B01083,BROAD DYCKMAN C/S INC,2015-01-12,895,105
B01087,ELITE LIMO PLUS INC,2015-01-12,858,240
B01148,EVELYN CAR SERVICE INC,2015-01-12,466,62
B01197,"TEL-A-CAR OF NEW YORK, LLC",2015-01-12,293,87
B01282,NEW LOTS C/S INC,2015-01-12,1017,68
B01285,UNION RADIO DISPATCH INC,2015-01-12,1283,151
B01300,KENNEDY RAD DISP INC,2015-01-12,766,124
B01312,BROOKLYN RAD DISP INC,2015-01-12,844,109
B01313,JOY CAR SERVICES INC.,2015-01-12,24,21
B01315,"V.I.T. CAR SERVICE, INC.",2015-01-12,1412,145
B01341,A NEW DAY RAD DISP INC,2015-01-12,1447,153
b01346,ARECIBO C/S INC,2015-01-12,826,110
B01367    ,"ROYAL DISPATCH SERVICES, INC.",2015-01-12,205,72
B01386,FENIX CAR SVCE CORP,2015-01-12,2152,198
B01522,"STM ENTERPRISES,INC",2015-01-12,97,16
B01651,U.P.S. RADIO DISPATCH CORP.,2015-01-12,373,52
B01777,PREMIUM RADIO DISP & MULTI SVC,2015-01-12,760,136
B01877,U.S.A. LIMO. INC.,2015-01-12,379,130
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",2015-01-12,1181,118
B01949,FIRST CLASS OF NEW YORK INC.,2015-01-12,68,33
B01984,NY 88 EXPRESS CORP.,2015-01-12,509,93
B01990,SUK INCORPORATED,2015-01-12,108,31
B02003,"AVALON CORPORATE CAR,INC.",2015-01-12,224,81
B02022,GOLD SEAL CAR & LIMO INC.,2015-01-12,97,27
B02096,"CET GROUP, INC",2015-01-12,20,15
B02107,APOLLO RADIO DISPATCH INC.,2015-01-12,756,89
B02120,HARRISON GLOBAL LLC,2015-01-12,271,94
B02147,"MITA LIMOUSINE, INC.",2015-01-12,42,11
B02183,BANGLA CAR & LIMO. SERVICE INC.,2015-01-12,11,11
B02285,"VALERA GLOBAL, INC.",2015-01-12,235,82
B02475,ECKFORD LITE CAR & LIMO INC.,2015-01-12,17,6
B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",2015-01-12,28,7
B02566,GSL LIMOUSINES CORP.,2015-01-12,8,7
B02569,GOGREENRIDE INC.,2015-01-12,194,1
B02653,NEW COLLEGE CAR SVCE INC,2015-01-12,1054,107
B02715,GROUNDANYWHERE LLC,2015-01-12,298,84
B00013,LOVE CORP CAR INC,2015-01-13,448,111
B00014,NY ONE CORP CAR INC,2015-01-13,663,169
B00029,COMMUNITY CAR SVC CORP,2015-01-13,1267,52
B00053,CHARGE AND RIDE INC,2015-01-13,119,67
B00095,LIBERTY CAR SERVICE INC.,2015-01-13,722,78
B00221,PROFESSIONAL CAR SERVICE INC,2015-01-13,571,80
B00227,"PARK WEST EXEC. SERVICES, INC.",2015-01-13,609,165
B00248,YELLOWSTONE TRANSPORTATION INC.,2015-01-13,1049,124
B00254,XYZ TWO WAY RADIO,2015-01-13,1388,313
B00280,FLEET RADIO DISPATCH CORP.,2015-01-13,266,78
B00310,WATSON CAR SERVICE INC.,2015-01-13,1626,149
B00381,BELL RADIO INC,2015-01-13,341,91
B00412,NYC 2 WAY INTERNATIONAL LTD,2015-01-13,461,92
B00448,DIAL CAR INC.,2015-01-13,4,2
B00457,PREMIUM BRONX CORP,2015-01-13,1068,111
B00477,INTA-BORO ACRES INC,2015-01-13,595,152
B00552,HINO-MARU ENTERPRISES INC.,2015-01-13,46,31
B00623,MANHATTAN INT'L LIMO NETWORK LLC,2015-01-13,22,7
B00837,CAREY LIMO N Y INC,2015-01-13,571,172
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,2015-01-13,2141,673
B00919,HARLEM CARS INC.,2015-01-13,566,65
B00948,510 CAR SERVICE CORP,2015-01-13,646,62
B01066,DOMINICANA RAD DISP INC,2015-01-13,688,79
B01083,BROAD DYCKMAN C/S INC,2015-01-13,840,107
B01087,ELITE LIMO PLUS INC,2015-01-13,898,245
B01148,EVELYN CAR SERVICE INC,2015-01-13,403,63
B01197,"TEL-A-CAR OF NEW YORK, LLC",2015-01-13,332,90
B01282,NEW LOTS C/S INC,2015-01-13,1064,75
B01285,UNION RADIO DISPATCH INC,2015-01-13,1299,149
B01300,KENNEDY RAD DISP INC,2015-01-13,765,127
B01312,BROOKLYN RAD DISP INC,2015-01-13,899,115
B01313,JOY CAR SERVICES INC.,2015-01-13,46,40
B01315,"V.I.T. CAR SERVICE, INC.",2015-01-13,1470,145
B01341,A NEW DAY RAD DISP INC,2015-01-13,1456,161
b01346,ARECIBO C/S INC,2015-01-13,816,113
B01367    ,"ROYAL DISPATCH SERVICES, INC.",2015-01-13,240,70
B01386,FENIX CAR SVCE CORP,2015-01-13,2090,195
B01522,"STM ENTERPRISES,INC",2015-01-13,70,16
B01651,U.P.S. RADIO DISPATCH CORP.,2015-01-13,374,54
B01777,PREMIUM RADIO DISP & MULTI SVC,2015-01-13,698,134
B01877,U.S.A. LIMO. INC.,2015-01-13,516,135
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",2015-01-13,1385,123
B01949,FIRST CLASS OF NEW YORK INC.,2015-01-13,54,29
B01984,NY 88 EXPRESS CORP.,2015-01-13,478,95
B01990,SUK INCORPORATED,2015-01-13,122,34
B02003,"AVALON CORPORATE CAR,INC.",2015-01-13,238,84
B02022,GOLD SEAL CAR & LIMO INC.,2015-01-13,111,30
B02096,"CET GROUP, INC",2015-01-13,12,8
B02107,APOLLO RADIO DISPATCH INC.,2015-01-13,646,86
B02120,HARRISON GLOBAL LLC,2015-01-13,298,101
B02147,"MITA LIMOUSINE, INC.",2015-01-13,54,15
B02183,BANGLA CAR & LIMO. SERVICE INC.,2015-01-13,5,5
B02285,"VALERA GLOBAL, INC.",2015-01-13,264,87
B02475,ECKFORD LITE CAR & LIMO INC.,2015-01-13,9,5
B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",2015-01-13,24,7
B02566,GSL LIMOUSINES CORP.,2015-01-13,9,8
B02569,GOGREENRIDE INC.,2015-01-13,159,1
B02653,NEW COLLEGE CAR SVCE INC,2015-01-13,986,107
B02715,GROUNDANYWHERE LLC,2015-01-13,304,83
B00013,LOVE CORP CAR INC,2015-01-14,501,115
B00014,NY ONE CORP CAR INC,2015-01-14,719,174
B00029,COMMUNITY CAR SVC CORP,2015-01-14,862,49
B00053,CHARGE AND RIDE INC,2015-01-14,115,62
B00095,LIBERTY CAR SERVICE INC.,2015-01-14,748,89
B00221,PROFESSIONAL CAR SERVICE INC,2015-01-14,599,81
B00227,"PARK WEST EXEC. SERVICES, INC.",2015-01-14,623,174
B00248,YELLOWSTONE TRANSPORTATION INC.,2015-01-14,1068,126
B00254,XYZ TWO WAY RADIO,2015-01-14,1469,319
B00280,FLEET RADIO DISPATCH CORP.,2015-01-14,352,89
B00310,WATSON CAR SERVICE INC.,2015-01-14,1516,153
B00381,BELL RADIO INC,2015-01-14,367,89
B00412,NYC 2 WAY INTERNATIONAL LTD,2015-01-14,491,93
B00448,DIAL CAR INC.,2015-01-14,3,1
B00457,PREMIUM BRONX CORP,2015-01-14,1079,114
B00477,INTA-BORO ACRES INC,2015-01-14,644,152
B00552,HINO-MARU ENTERPRISES INC.,2015-01-14,51,33
B00623,MANHATTAN INT'L LIMO NETWORK LLC,2015-01-14,24,9
B00837,CAREY LIMO N Y INC,2015-01-14,544,174
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,2015-01-14,2265,715
B00919,HARLEM CARS INC.,2015-01-14,413,66
B00948,510 CAR SERVICE CORP,2015-01-14,618,62
B01066,DOMINICANA RAD DISP INC,2015-01-14,679,75
B01083,BROAD DYCKMAN C/S INC,2015-01-14,803,104
B01087,ELITE LIMO PLUS INC,2015-01-14,977,260
B01148,EVELYN CAR SERVICE INC,2015-01-14,428,61
B01197,"TEL-A-CAR OF NEW YORK, LLC",2015-01-14,334,91
B01282,NEW LOTS C/S INC,2015-01-14,1075,73
B01285,UNION RADIO DISPATCH INC,2015-01-14,1272,153
B01300,KENNEDY RAD DISP INC,2015-01-14,761,123
B01312,BROOKLYN RAD DISP INC,2015-01-14,859,111
B01313,JOY CAR SERVICES INC.,2015-01-14,32,21
B01315,"V.I.T. CAR SERVICE, INC.",2015-01-14,1517,140
B01341,A NEW DAY RAD DISP INC,2015-01-14,1422,154
b01346,ARECIBO C/S INC,2015-01-14,919,112
B01367    ,"ROYAL DISPATCH SERVICES, INC.",2015-01-14,279,78
B01386,FENIX CAR SVCE CORP,2015-01-14,2010,198
B01522,"STM ENTERPRISES,INC",2015-01-14,85,15
B01651,U.P.S. RADIO DISPATCH CORP.,2015-01-14,371,52
B01777,PREMIUM RADIO DISP & MULTI SVC,2015-01-14,713,129
B01877,U.S.A. LIMO. INC.,2015-01-14,440,123
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",2015-01-14,1376,127
B01949,FIRST CLASS OF NEW YORK INC.,2015-01-14,71,34
B01984,NY 88 EXPRESS CORP.,2015-01-14,571,100
B01990,SUK INCORPORATED,2015-01-14,152,39
B02003,"AVALON CORPORATE CAR,INC.",2015-01-14,260,83
B02022,GOLD SEAL CAR & LIMO INC.,2015-01-14,106,30
B02096,"CET GROUP, INC",2015-01-14,20,17
B02107,APOLLO RADIO DISPATCH INC.,2015-01-14,653,85
B02120,HARRISON GLOBAL LLC,2015-01-14,326,99
B02147,"MITA LIMOUSINE, INC.",2015-01-14,36,10
B02183,BANGLA CAR & LIMO. SERVICE INC.,2015-01-14,16,16
B02285,"VALERA GLOBAL, INC.",2015-01-14,248,91
B02475,ECKFORD LITE CAR & LIMO INC.,2015-01-14,14,8
B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",2015-01-14,20,5
B02566,GSL LIMOUSINES CORP.,2015-01-14,8,7
B02569,GOGREENRIDE INC.,2015-01-14,151,1
B02653,NEW COLLEGE CAR SVCE INC,2015-01-14,950,111
B02715,GROUNDANYWHERE LLC,2015-01-14,298,84
B00013,LOVE CORP CAR INC,2015-01-15,495,112
B00014,NY ONE CORP CAR INC,2015-01-15,770,178
B00029,COMMUNITY CAR SVC CORP,2015-01-15,783,46
B00053,CHARGE AND RIDE INC,2015-01-15,116,62
B00095,LIBERTY CAR SERVICE INC.,2015-01-15,790,88
B00221,PROFESSIONAL CAR SERVICE INC,2015-01-15,572,85
B00227,"PARK WEST EXEC. SERVICES, INC.",2015-01-15,668,178
B00248,YELLOWSTONE TRANSPORTATION INC.,2015-01-15,1012,129
B00254,XYZ TWO WAY RADIO,2015-01-15,1618,324
B00280,FLEET RADIO DISPATCH CORP.,2015-01-15,304,86
B00310,WATSON CAR SERVICE INC.,2015-01-15,1642,153
B00381,BELL RADIO INC,2015-01-15,367,89
B00412,NYC 2 WAY INTERNATIONAL LTD,2015-01-15,454,94
B00448,DIAL CAR INC.,2015-01-15,4,1
B00457,PREMIUM BRONX CORP,2015-01-15,1201,107
B00477,INTA-BORO ACRES INC,2015-01-15,654,150
B00552,HINO-MARU ENTERPRISES INC.,2015-01-15,41,30
B00623,MANHATTAN INT'L LIMO NETWORK LLC,2015-01-15,25,10
B00837,CAREY LIMO N Y INC,2015-01-15,544,165
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,2015-01-15,2739,767
B00919,HARLEM CARS INC.,2015-01-15,539,72
B00948,510 CAR SERVICE CORP,2015-01-15,636,62
B01066,DOMINICANA RAD DISP INC,2015-01-15,672,80
B01083,BROAD DYCKMAN C/S INC,2015-01-15,799,101
B01087,ELITE LIMO PLUS INC,2015-01-15,1000,265
B01148,EVELYN CAR SERVICE INC,2015-01-15,488,61
B01197,"TEL-A-CAR OF NEW YORK, LLC",2015-01-15,349,89
B01282,NEW LOTS C/S INC,2015-01-15,1087,75
B01285,UNION RADIO DISPATCH INC,2015-01-15,1218,150
B01300,KENNEDY RAD DISP INC,2015-01-15,770,127
B01312,BROOKLYN RAD DISP INC,2015-01-15,796,112
B01313,JOY CAR SERVICES INC.,2015-01-15,32,22
B01315,"V.I.T. CAR SERVICE, INC.",2015-01-15,1472,145
B01341,A NEW DAY RAD DISP INC,2015-01-15,1392,153
b01346,ARECIBO C/S INC,2015-01-15,905,112
B01367    ,"ROYAL DISPATCH SERVICES, INC.",2015-01-15,286,81
B01386,FENIX CAR SVCE CORP,2015-01-15,2021,200
B01522,"STM ENTERPRISES,INC",2015-01-15,79,14
B01651,U.P.S. RADIO DISPATCH CORP.,2015-01-15,369,56
B01777,PREMIUM RADIO DISP & MULTI SVC,2015-01-15,713,140
B01877,U.S.A. LIMO. INC.,2015-01-15,428,130
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",2015-01-15,1381,131
